Time,Latitude,Longitude,Temperature,Humidity,Pressure,Altitude,VOC,PM1,PM25,PM10,counts
1745515637.07,37.87532926487364,-122.25829808178283,14.81681640625,57.41460015748398,1004.2182196809554,75.46857337158394,202517.5,1.0,2.0,2.0,55.0
1745515638.99,37.87524304492254,-122.25809910304443,14.81681640625,57.41460015748398,1004.2182196809554,75.46857337158394,202517.5,1.0,2.0,2.0,48.0
1745515641.02,37.875174421273165,-122.25791846680555,14.85490234375,57.4226736721315,1004.2363676207451,75.31638129950531,203100.5,1.0,2.0,2.0,34.5
1745515643.03,37.8751544917733,-122.25786727876648,14.8864453125,57.44562853187345,1004.2748742651744,74.99346457469778,202336.0,1.0,2.0,2.0,34.5
1745515645.03,37.87514020323147,-122.25799033673263,14.91017578125,57.45813914304079,1004.3089072302007,74.70807187639284,204413.5,1.0,2.0,2.0,50.5
1745515647.05,37.87514151387937,-122.25802785195393,14.91017578125,57.4392662947413,1004.3231449366998,74.5886798899345,205015.5,1.5,2.0,2.0,52.0
1745515649.02,37.87514139725697,-122.25803076277366,14.8895703125,57.41458258482317,1004.3523724040617,74.34359435710347,206109.0,1.5,2.0,2.0,63.0
1745515651.03,37.87499084791306,-122.25795557845014,14.8645703125,57.411345730647916,1004.3965081533468,73.97350727767548,207648.0,2.0,2.0,2.0,63.0
1745515653.02,37.874876567484634,-122.25789339584402,14.8130078125,57.40781853273421,1004.428431010363,73.70583554614784,207523.5,2.0,2.0,2.0,39.5
1745515655.06,37.87479130742512,-122.257876903474,14.7766796875,57.421987083507496,1004.4485145401152,73.5374399016968,208707.0,2.0,2.0,2.0,48.5
1745515657.02,37.874732315273086,-122.25784590330638,14.7411328125,57.429969457794456,1004.4841923774393,73.23829588966615,209146.5,2.0,2.0,2.0,51.5
