Time,Latitude,Longitude,counts,PM1,PM25,PM10,Temperature,Humidity,Pressure,Altitude,VOC
1745452046.23,37.87456188159392,-122.25597437836102,36.0,2.5,4.0,6.0,15.98439453125,56.818341579021975,1001.1579865147968,101.16421194167475,166470.5
1745452048.26,37.87455696946468,-122.25596762758609,36.0,3.0,4.0,6.0,16.013203125,56.80325653820043,1001.1755383890852,101.01665423998152,165692.5
1745452050.23,37.874554985489176,-122.25596447215136,27.5,3.0,4.0,6.0,15.9977734375,56.84832998612077,1001.1855243699101,100.93270372500422,167338.0
1745452052.28,37.87451148086669,-122.25609206232811,33.0,3.0,4.0,6.0,15.93791015625,56.881354431990395,1001.2169512826487,100.66850621580342,168613.5
1745452054.22,37.87450737498092,-122.25609375591678,28.0,3.0,4.0,6.0,15.89357421875,56.93210226908707,1001.2159068816255,100.67728607530827,168935.0
1745452056.24,37.87450390308691,-122.25609466738386,28.0,14.5,45.0,63.5,15.855390625,56.98052255049858,1001.2130112518169,100.70162855879433,169827.5
1745452058.23,37.87450390308691,-122.25609466738386,38.5,14.5,45.0,63.5,15.856953125,57.03726804963632,1001.2266406192043,100.58705216742278,169096.5
1745452060.27,37.87450390308691,-122.25609466738386,24.0,69.5,325.5,430.0,15.8762890625,57.096346313066604,1001.2494826520784,100.39503124798168,169501.5
1745452062.23,37.874464777159766,-122.25588765391805,31.0,69.5,325.5,430.0,15.89787109375,57.133733714135175,1001.2720506605408,100.20531757605866,169177.5
1745452064.25,37.87446360525815,-122.25588534338199,34.0,130.5,577.0,739.0,15.94513671875,57.19649440698399,1001.2849209502517,100.0971274094602,167260.5
1745452066.21,37.874461069926596,-122.2558721710758,34.0,130.5,577.0,739.0,15.996796875000001,57.37944898727321,1001.294547533006,100.0162055255553,165459.5
1745452068.26,37.8743310618531,-122.25560487847508,38.0,181.0,695.0,870.5,16.04376953125,57.64706467073941,1001.3018563703049,99.95476670036791,163397.5
1745452070.19,37.87432481377473,-122.2555838573755,42.0,181.0,695.0,870.5,16.04376953125,57.64706467073941,1001.3018563703049,99.95476670036791,163397.5
1745452072.26,37.87431655666177,-122.25555792972506,31.5,205.0,744.5,925.5,16.08517578125,57.85122054728539,1001.2960880637295,100.00325539159047,162794.5
1745452074.22,37.874320921299066,-122.25552811297585,31.5,205.0,744.5,925.5,16.12189453125,58.017087713461066,1001.280454530222,100.13467278424662,162943.0
1745452076.28,37.87431852981588,-122.25551623586523,41.0,200.5,718.0,883.0,16.157343750000003,58.13236591542788,1001.2835746717906,100.10844441643616,164153.0
1745452078.24,37.87431412252156,-122.25550036594895,33.0,200.5,718.0,883.0,16.19005859375,58.158827961354504,1001.3037351720764,99.93897355746881,164535.0
1745452080.25,37.87429035493625,-122.25546175401908,43.0,147.5,439.5,516.0,16.22697265625,58.18269231119662,1001.3253455517927,99.7573176857409,165226.5
1745452082.22,37.874287540265215,-122.2554551608695,33.5,147.5,439.5,516.0,16.2520703125,58.081710700331946,1001.3439593553433,99.60085365615885,166080.5
1745452084.24,37.874284080922415,-122.25544451758986,33.5,134.0,361.5,405.0,16.279414062500003,57.958965660095146,1001.3648120273266,99.42557306861056,166629.5
1745452086.23,37.874293619692644,-122.25538169327365,42.0,134.0,361.5,405.0,16.32150390625,57.866649915125805,1001.392087507958,99.19630836305927,166314.0
1745452088.29,37.874294149051295,-122.25537889710209,35.0,103.0,234.0,258.0,16.36583984375,57.80307176024097,1001.4039730611778,99.09640569648354,166706.0
1745452090.22,37.87429482519658,-122.25537448529026,30.5,103.0,234.0,258.0,16.389179687499997,57.71465542559386,1001.4060823494103,99.078676464645,168373.0
1745452092.25,37.87413739738562,-122.25542678427057,33.5,86.5,188.5,206.5,16.407832031250003,57.60989146033637,1001.4268719387143,98.9039348569857,168052.0
1745452094.21,37.87412842534356,-122.25542774620168,33.5,86.5,188.5,206.5,16.43341796875,57.515547654656416,1001.4547209847567,98.66986104171954,169420.5
1745452096.28,37.87411940847468,-122.25542640803242,35.0,70.0,144.0,156.0,16.4649609375,57.38108906619084,1001.4828886741718,98.43311487711219,170401.5
1745452098.23,37.8739815551719,-122.25553522338728,30.5,70.0,144.0,156.0,16.4925,57.239895887253425,1001.5107854828912,98.19864972504422,172310.5
1745452100.25,37.873973806752936,-122.25553784560078,34.5,44.0,87.0,94.0,16.52560546875,57.08065967857153,1001.5374786454473,97.97430643432241,172813.5
1745452102.24,37.873963588354975,-122.25554205870033,41.0,44.0,87.0,94.0,16.53546875,56.89023175635853,1001.555525609721,97.82263313178379,172901.0
1745452104.24,37.87380559271164,-122.25566438288918,41.0,35.5,70.0,74.5,16.554218749999997,56.75136570849102,1001.5764827412868,97.64650426477345,173237.5
